City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,fort mcmurray,56.7268,-111.381,4.77,56,0,4.63,CA,1710439157
366,lorengau,-2.0226,147.2712,28.08,80,100,4.96,PG,1710439157
367,san antonio de pale,-1.4014,5.6325,28.23,71,100,5.5,GQ,1710439157
368,port hedland,-20.3167,118.5667,29.03,84,40,3.09,AU,1710438955
369,abu zabad,12.35,29.25,35.47,9,63,3.63,SD,1710439157
370,mount isa,-20.7333,139.5,19.87,77,30,0.0,AU,1710439157
371,challapata,-18.9,-66.7667,15.95,53,90,1.38,BO,1710439158
372,muynoq,43.7683,59.0214,2.98,46,3,4.96,UZ,1710439158
373,garachico,28.7781,-17.7646,19.16,68,75,2.57,ES,1710439158
374,carnarvon,-24.8667,113.6333,27.3,70,15,5.05,AU,1710439158
375,saskatoon,52.1168,-106.6345,-2.01,100,100,4.12,CA,1710439158
376,kasane,-17.8167,25.15,23.16,60,45,2.04,BW,1710439158
377,buka,40.8108,69.1986,-0.82,86,74,2.48,UZ,1710439158
378,tisaiyanvilai,8.3333,77.8833,26.64,80,23,3.17,IN,1710439158
379,perry,37.2506,-83.1999,25.1,46,94,4.68,US,1710439159
380,arteche,12.2645,125.4048,24.31,89,100,3.22,PH,1710439159
381,igarka,67.4667,86.5833,-25.46,100,81,2.86,RU,1710439159
382,hadibu,12.65,54.0333,26.18,75,1,3.55,YE,1710439159
383,cullinan,-25.6709,28.5236,25.1,58,43,5.09,ZA,1710439130
384,namibe,-15.1961,12.1522,23.77,78,32,3.0,AO,1710439159
385,wenchang,30.904,118.4887,7.92,92,18,1.96,CN,1710439159
386,fisterra,42.9049,-9.2629,15.42,95,87,7.14,ES,1710439159
387,zemio,5.0314,25.1361,31.12,31,68,2.63,CF,1710439160
388,salalah,17.0151,54.0924,25.3,72,0,1.07,OM,1710439160
389,rimouski,48.4488,-68.524,3.1,98,100,2.74,CA,1710439160
390,charles city,43.0664,-92.6724,10.98,100,0,2.57,US,1710439160
391,basco,20.4487,121.9702,23.28,81,100,7.85,PH,1710439160
392,ipilan,8.8431,117.9033,24.65,84,77,2.98,PH,1710439160
393,cururupu,-1.8283,-44.8683,31.44,58,98,2.89,BR,1710439160
394,magadan,59.5667,150.8,-8.22,85,100,5.39,RU,1710439160
395,notodden,59.5594,9.2585,9.92,50,0,1.54,NO,1710439161
396,mar del plata,-38.0023,-57.5575,26.01,66,0,6.26,AR,1710439161
397,nishinoomote,30.7333,131.0,14.59,50,73,5.25,JP,1710439161
398,urangan,-25.3,152.9,22.89,96,22,2.68,AU,1710439161
399,dunedin,-45.8742,170.5036,8.78,92,100,3.58,NZ,1710439161
400,ust'-kulom,61.6864,53.6902,-5.41,98,100,1.63,RU,1710439161
401,mejit,10.2753,170.8646,26.34,78,100,8.49,MH,1710438871
402,holyhead,53.3062,-4.6321,11.1,100,100,10.8,GB,1710439161
403,cockburn town,21.4612,-71.1419,26.98,69,40,6.17,TC,1710439162
404,boa vista,2.8197,-60.6733,34.99,38,40,5.66,BR,1710439162
405,freetown,8.484,-13.2299,27.39,66,69,4.85,SL,1710438901
406,kotri,25.366,68.3122,24.88,13,0,5.6,PK,1710439162
407,kuching,1.55,110.3333,28.34,96,20,1.03,MY,1710439162
408,ilabaya,-17.4208,-70.5133,25.5,62,83,5.1,PE,1710439162
409,mount gambier,-37.8333,140.7667,11.98,79,6,4.04,AU,1710438872
410,itarantim,-15.6597,-40.0656,32.08,45,13,2.07,BR,1710439163
411,naracoorte,-36.9579,140.7383,12.0,81,0,5.81,AU,1710439163
412,mitu,1.1983,-70.1733,35.9,41,28,1.31,CO,1710439163
413,holualoa,19.6228,-155.9522,22.65,72,4,0.83,US,1710439163
414,lerwick,60.1545,-1.1494,7.0,72,92,3.21,GB,1710439163
415,iguape,-24.7081,-47.5553,27.88,71,19,5.3,BR,1710439163
416,puerto maldonado,-12.6,-69.1833,35.22,63,40,2.57,PE,1710439163
417,inhambane,-23.865,35.3833,25.64,86,74,4.58,MZ,1710439163
418,abepura,-2.6333,140.5833,24.45,100,40,0.51,ID,1710439164
419,meget,52.415,104.0494,-7.58,95,100,1.33,RU,1710439164
420,aksuat,48.7167,83.7,-5.46,99,100,2.14,KZ,1710439164
421,tughyl,47.7252,84.2063,-2.4,96,81,6.14,KZ,1710439164
422,jieshi,22.8134,115.8257,17.66,84,99,5.79,CN,1710439164
423,dubbo,-32.25,148.6167,23.07,68,78,4.63,AU,1710439164
424,pingliang,35.5392,106.6861,6.08,73,32,2.55,CN,1710439164
425,seguela,7.9611,-6.6731,25.7,83,89,1.46,CI,1710439165
426,new norfolk,-42.7826,147.0587,7.72,96,0,1.16,AU,1710439165
427,ad dindar,13.2,34.1667,37.78,10,56,2.91,SD,1710439165
428,ghanzi,-21.5667,21.7833,27.6,25,60,2.77,BW,1710438899
429,as sulayyil,20.4607,45.5779,29.14,28,1,4.56,SA,1710439165
430,al burayqah,30.4062,19.5739,16.29,62,30,4.39,LY,1710439165
431,kudahuvadhoo,2.6708,72.8944,28.33,71,10,2.78,MV,1710438898
432,marquette,46.5333,-87.6335,4.03,87,96,2.68,US,1710439165
433,timmins,48.4669,-81.3331,0.9,86,100,5.14,CA,1710439165
434,phan rang-thap cham,11.5667,108.9833,21.99,90,17,2.09,VN,1710439166
435,stephenville,32.2207,-98.2023,25.69,69,97,2.24,US,1710439166
436,nueva gerona,21.8833,-82.8,29.48,56,27,6.52,CU,1710439166
437,kiruhura,-2.4773,29.7679,16.57,90,83,1.41,RW,1710439166
438,merta,26.65,74.0333,22.32,24,0,4.65,IN,1710439166
439,panama city beach,30.1766,-85.8055,26.12,68,40,5.66,US,1710439166
440,port alfred,-33.5906,26.891,18.43,93,31,4.61,ZA,1710439166
441,belyy yar,53.6039,91.3903,-5.06,63,0,4.0,RU,1710439167
442,jiazi,22.8779,116.067,17.35,84,99,5.34,CN,1710439167
443,trairi,-3.2778,-39.2689,30.49,66,93,4.32,BR,1710439167
444,sayat,38.7839,63.8803,0.93,43,5,4.92,TM,1710439167
445,korba,22.35,82.6833,23.53,20,0,2.75,IN,1710439167
446,abdulino,53.7,53.6667,-5.61,94,100,5.89,RU,1710438897
447,bhamo,24.2667,97.2333,21.47,41,43,0.47,MM,1710439167
448,mwinilunga,-11.7358,24.4293,18.89,93,100,0.82,ZM,1710439167
449,mermoz boabab,14.7065,-17.4758,30.31,64,0,6.17,SN,1710439167
450,lata,40.1629,-8.3327,16.71,86,82,2.26,PT,1710439168
451,de aar,-30.6497,24.0123,22.0,23,27,4.79,ZA,1710439168
452,orange walk,17.8333,-88.8333,33.17,42,100,5.41,BZ,1710439168
453,yarkovo,57.4028,67.0786,-5.01,96,100,3.16,RU,1710439168
454,houlton,46.1262,-67.8403,5.96,68,100,2.8,US,1710439168
455,conceicao da barra,-18.5933,-39.7322,28.27,68,89,3.02,BR,1710439168
456,la resolana,19.6,-104.4333,33.72,13,58,1.85,MX,1710439168
457,geraldton,-28.7667,114.6,28.23,57,0,6.69,AU,1710439169
458,nuuk,64.1835,-51.7216,-3.4,73,73,1.34,GL,1710439169
459,bulgan,48.8125,103.5347,-7.7,85,100,1.15,MN,1710439169
460,amahai,-3.3333,128.9167,26.46,81,100,2.63,ID,1710439169
461,saynshand,44.8824,110.1163,-4.23,79,13,6.54,MN,1710439169
462,lesogorsk,56.0458,99.5136,-15.04,100,96,1.34,RU,1710439169
463,severo-yeniseyskiy,60.3725,93.0408,-9.12,87,100,4.47,RU,1710439170
464,zahedan,29.4963,60.8629,11.95,35,0,4.12,IR,1710439170
465,betio village,1.358,172.9211,26.02,84,99,6.62,KI,1710439170
466,shenjiamen,29.9576,122.298,10.7,90,100,2.8,CN,1710439170
467,finale ligure,44.1695,8.3436,14.74,84,65,4.92,IT,1710439170
468,faro,37.0194,-7.9322,18.43,88,20,3.09,PT,1710438943
469,pointe michel,15.25,-61.3833,30.52,54,40,1.03,DM,1710439171
470,hirara,24.8,125.2833,17.15,77,63,2.57,JP,1710439171
471,bom jesus,-9.0744,-44.3586,35.63,36,96,2.36,BR,1710439171
472,bhimunipatnam,17.8833,83.4333,25.77,80,11,5.13,IN,1710439171
473,kuusamo,65.9667,29.1833,1.02,93,100,6.69,FI,1710439171
474,khovd,48.0056,91.6419,-0.76,24,100,2.97,MN,1710439171
475,the pas,53.8251,-101.2541,-2.99,63,100,2.06,CA,1710439171
476,sampang,-7.1872,113.2394,26.44,87,100,6.82,ID,1710439171
477,palghar,19.6833,72.75,22.83,72,0,3.68,IN,1710438903
478,pitimbu,-7.4706,-34.8086,27.33,74,75,5.32,BR,1710439172
479,san julian,21.0167,-102.1667,25.91,9,42,6.58,MX,1710439172
480,san giovanni rotondo,41.7049,15.7191,4.56,59,41,1.03,IT,1710439172
481,morondava,-20.2833,44.2833,28.8,79,0,4.51,MG,1710439172
482,lashio,22.9333,97.75,15.56,42,3,0.54,MM,1710439172
483,arkalyk,50.2486,66.9114,-10.95,98,100,6.23,KZ,1710439172
484,port shepstone,-30.7414,30.455,20.46,81,55,2.5,ZA,1710439172
485,labuan,5.2767,115.2417,27.2,83,20,2.24,MY,1710439173
486,kushiro,42.975,144.3747,-2.47,80,84,1.03,JP,1710439173
487,embarcacion,-23.209,-64.096,38.81,37,41,2.38,AR,1710439173
488,taoudenni,22.6783,-3.9836,32.22,9,0,4.09,ML,1710439173
489,brisas de zicatela,15.8369,-97.0419,29.68,58,58,5.67,MX,1710439173
490,chu,43.5983,73.7614,-4.2,91,74,3.13,KZ,1710439173
491,port saint john's,-31.6229,29.5448,20.04,81,24,1.35,ZA,1710439173
492,cavan,53.9908,-7.3606,10.96,95,100,5.31,IE,1710439173
493,howrah,22.5892,88.3103,28.0,83,40,5.14,IN,1710438887
494,den helder,52.9599,4.7593,13.32,73,100,5.66,NL,1710439174
495,benguela,-12.5763,13.4055,27.15,81,40,2.5,AO,1710439174
496,kuta,-8.7233,115.1723,27.97,88,75,2.68,ID,1710439174
497,grand-bassam,5.2118,-3.7388,28.98,80,54,4.25,CI,1710439174
498,whakatane,-37.9585,176.9854,18.62,98,81,0.97,NZ,1710439174
499,aldinga beach,-35.2793,138.4604,18.9,73,57,7.33,AU,1710439174
500,vryburg,-26.9566,24.7284,21.67,12,1,3.83,ZA,1710439175
501,east end,34.5507,-92.341,23.94,85,96,0.45,US,1710439175
502,sydney mines,46.2367,-60.2177,5.08,83,75,4.12,CA,1710439175
503,suzun,53.7841,82.3116,-12.03,95,100,3.62,RU,1710439175
504,tavda,58.0425,65.2726,-3.34,96,100,2.88,RU,1710438961
505,antsiranana,-12.2787,49.2917,26.34,85,13,5.41,MG,1710439175
506,platteville,42.7342,-90.4785,6.8,97,100,10.29,US,1710439175
507,piti village,13.4626,144.6933,26.05,80,100,7.15,GU,1710439175
508,fortuna,40.5982,-124.1573,14.08,91,0,0.0,US,1710439175
509,jincheng,35.5022,112.8328,8.66,66,9,1.66,CN,1710439176
510,khark,29.2614,50.3306,19.52,76,100,3.56,IR,1710438934
511,slave lake,55.2834,-114.769,2.99,65,0,1.54,CA,1710439176
512,oeiras,-7.0253,-42.1311,31.11,67,100,1.52,BR,1710439098
513,general acha,-37.377,-64.6043,26.12,22,0,4.56,AR,1710439176
514,kota,25.1833,75.8333,24.08,24,0,1.56,IN,1710439176
515,dryden,49.7833,-92.7503,2.16,64,0,2.57,CA,1710439176
516,beja,36.7256,9.1817,17.36,73,0,1.79,TN,1710439177
517,luderitz,-26.6481,15.1594,17.46,76,5,6.59,NA,1710439177
518,berezovyy,51.6667,135.7,-10.96,96,99,1.83,RU,1710439177
519,saldanha,-33.0117,17.9442,22.03,82,62,7.1,ZA,1710439177
520,kapuskasing,49.4169,-82.4331,-2.95,86,100,4.12,CA,1710439177
521,dolinsk,47.35,142.8,-11.82,94,31,2.87,RU,1710439177
522,maragogi,-9.0122,-35.2225,29.46,71,96,4.41,BR,1710439177
523,al mishkhab,31.8042,44.4911,23.06,26,75,6.53,IQ,1710439051
524,sinabang,2.4803,96.3801,26.74,81,99,1.42,ID,1710439178
525,tazacorte,28.629,-17.9293,20.64,79,75,2.57,ES,1710439178
526,shangrao,28.4532,117.9686,12.63,88,100,1.51,CN,1710439178
527,yaren,-0.5472,166.916,28.03,81,100,4.75,NR,1710439178
528,cape coast,5.1053,-1.2466,28.55,83,74,7.26,GH,1710439178
529,dzhetygara,52.1908,61.2006,-6.45,91,77,7.35,KZ,1710439178
530,trinity beach,-16.7888,145.6968,25.01,93,38,0.51,AU,1710439178
531,nar'yan-mar,67.6713,53.087,-14.38,96,79,3.13,RU,1710438971
532,bago,17.3367,96.4797,24.73,78,7,1.49,MM,1710439179
533,qamdo,31.1667,97.2333,-0.53,43,68,2.74,CN,1710439179
534,happy valley-goose bay,53.3168,-60.3315,1.17,75,100,2.06,CA,1710439179
535,qusmuryn,52.4503,64.6311,-10.31,96,57,4.03,KZ,1710439076
536,clarkston heights-vineland,46.3874,-117.083,8.69,95,61,1.72,US,1710439179
537,arraias,-12.9288,-46.9437,30.95,52,11,0.79,BR,1710439179
538,sorong,-0.8833,131.25,27.54,81,100,6.69,ID,1710439179
539,taltal,-25.4,-70.4833,21.59,72,33,3.24,CL,1710439180
540,smara,26.7384,-11.6719,26.06,25,0,7.85,EH,1710439180
541,zeya,53.75,127.2667,-9.73,92,100,1.75,RU,1710439180
542,el abiodh sidi cheikh,32.893,0.5484,19.99,26,19,5.07,DZ,1710439180
543,amos,48.5669,-78.1162,1.44,100,100,1.21,CA,1710439180
544,chahuite,16.3,-94.1833,32.62,44,24,5.31,MX,1710439180
545,lyman,48.9884,37.8023,5.36,72,98,4.07,UA,1710439180
546,homer,59.6425,-151.5483,0.45,80,44,4.47,US,1710439181
547,new plymouth,-39.0667,174.0833,13.23,85,100,3.49,NZ,1710439181
548,raja,8.4596,25.678,33.62,23,66,1.45,SS,1710439181
549,katabu,-4.9333,122.5167,24.01,94,100,0.93,ID,1710439181
550,arkhangel'sk,64.5401,40.5433,1.06,100,100,4.0,RU,1710438963
551,rawson,-43.3002,-65.1023,21.38,24,0,9.5,AR,1710439181
552,okhotsk,59.3833,143.3,-17.13,72,5,9.51,RU,1710438959
553,kingscliff,-28.2667,153.5667,20.41,100,16,1.54,AU,1710439181
554,manuguru,17.981,80.7547,29.64,47,70,2.31,IN,1710439181
555,kaka,37.3482,59.6143,7.9,55,61,5.97,TM,1710439182
556,juneau,58.3019,-134.4197,4.12,100,100,3.14,US,1710439182
557,vradiyivka,47.862,30.5919,3.33,87,100,3.18,UA,1710439182
558,laojunmiao,39.8333,97.7333,2.23,40,91,0.59,CN,1710439182
559,port augusta,-32.5,137.7667,24.19,54,58,4.22,AU,1710439182
560,kourou,5.1552,-52.6478,31.03,61,26,3.69,GF,1710439182
561,ushachy,55.1786,28.6035,3.12,84,28,2.35,BY,1710439182
562,nova sintra,14.8667,-24.7167,23.67,70,0,6.69,CV,1710439182
563,marsh harbour,26.5412,-77.0636,22.92,68,50,4.73,BS,1710439183
